,orth,base,ctag,chunk
25045,II,II,num:pl:nom:m1:rec,1413
25046,będzie,być,bedzie:sg:ter:imperf,1413
25047,musiał,musieć,praet:sg:m1:imperf,1413
25048,podejmować,podejmować,inf:imperf,1413
25049,wyzwania,wyzwanie,subst:sg:gen:n,1413
25050,",",",",interp,1413
25051,jakie,jaki,adj:sg:nom:n:pos,1413
25052,z,z,prep:gen:nwok,1413
25053,pewnością,pewność,subst:sg:inst:f,1413
25054,przed,przed,prep:acc:nwok,1413
25055,nim,nim,comp,1413
25056,staną,stanąć,fin:pl:ter:perf,1413
25057,staną,stać,fin:pl:ter:perf,1413
25058,po,po,prep:acc,1413
25059,śmierci,śmierć,subst:sg:gen:f,1413
25060,papieża,papież,subst:sg:gen:m1,1413
25061,.,.,interp,1413
25062,MagneRide,MagneRide,ign,1414
25063,to,to,conj,1414
25064,system,system,subst:sg:nom:m3,1414
25065,zwiększający,zwiększać,pact:sg:nom:m1:imperf:aff,1414
25066,komfort,komfort,subst:sg:nom:m3,1414
25067,",",",",interp,1414
25068,osiągi,osiąg,subst:pl:nom:m3,1414
25069,i,i,conj,1414
25070,bezpieczeństwo,bezpieczeństwo,subst:sg:nom:n,1414
25071,pojazdu,pojazd,subst:sg:gen:m3,1414
25072,",",",",interp,1414
25073,dzięki,dzięki,prep:dat,1414
25074,większemu,duży,adj:sg:dat:m1:com,1414
25075,większemu,wielki,adj:sg:dat:m1:com,1414
25076,poczuciu,poczucie,subst:sg:dat:n,1414
25077,bezpieczeństwa,bezpieczeństwo,subst:sg:gen:n,1414
25078,powodowanemu,powodować,ppas:sg:dat:m1:imperf:aff,1414
25079,lepszym,lepsza,subst:pl:dat:f,1414
25080,panowaniem,panowanie,subst:sg:inst:n,1414
25081,nad,nad,prep:acc:nwok,1414
25082,pojazdem,pojazd,subst:sg:inst:m3,1414
25083,",",",",interp,1414
25084,minimalizacji,minimalizacja,subst:sg:gen:f,1414
25085,ruchów,ruch,subst:pl:gen:m3,1414
25086,pojazdu,pojazd,subst:sg:gen:m3,1414
25087,",",",",interp,1414
25088,co,co,comp,1414
25089,powoduje,powodować,fin:sg:ter:imperf,1414
25090,łagodniejszą,łagodny,adj:sg:acc:f:com,1414
25091,jazdę,jazda,subst:sg:acc:f,1414
25092,i,i,conj,1414
25093,umożliwia,umożliwiać,fin:sg:ter:imperf,1414
25094,wykonywanie,wykonywać,ger:sg:nom:n:imperf:aff,1414
25095,bardziej,bardziej,adv:pos,1414
25096,precyzyjnych,precyzyjny,adj:pl:gen:m1:pos,1414
25097,manewrów,manewr,subst:pl:gen:m3,1414
25098,;,;,interp,1414
25099,zmniejszeniu,zmniejszenie,subst:sg:dat:n,1414
25100,pochylania,pochylać,ger:sg:gen:n:imperf:aff,1414
25101,się,się,qub,1414
25102,przodu,przód,subst:sg:gen:m3,1414
25103,samochodu,samochód,subst:sg:gen:m3,1414
25104,podczas,podczas,prep:gen,1414
25105,hamowania,hamować,ger:sg:gen:n:imperf:aff,1414
25106,oraz,oraz,conj,1414
25107,osiadania,osiadać,ger:sg:gen:n:imperf:aff,1414
25108,tyłu,tył,subst:sg:gen:m3,1414
25109,w,w,prep:acc:nwok,1414
25110,trakcie,trakt,subst:sg:loc:m3,1414
25111,przyspieszania,przyspieszać,ger:sg:gen:n:imperf:aff,1414
25112,;,;,interp,1414
25113,poprawie,poprawa,subst:sg:dat:f,1414
25114,charakterystyki,charakterystyka,subst:sg:gen:f,1414
25115,przenoszenia,przenosić,ger:sg:gen:n:imperf:aff,1414
25116,obciążeń,obciążenie,subst:pl:gen:n,1414
25117,",",",",interp,1414
25118,co,co,comp,1414
25119,daje,dawać,fin:sg:ter:imperf,1414
25120,lepsze,lepsza,subst:pl:nom:f,1414
25121,panowanie,panowanie,subst:sg:nom:n,1414
25122,nad,nad,prep:acc:nwok,1414
25123,pojazdem,pojazd,subst:sg:inst:m3,1414
25124,podczas,podczas,prep:gen,1414
25125,wykonywania,wykonywać,ger:sg:gen:n:imperf:aff,1414
25126,nagłych,nagły,adj:pl:gen:m1:pos,1414
25127,manewrów,manewr,subst:pl:gen:m3,1414
25128,przy,przy,prep:loc,1414
25129,dużej,duży,adj:sg:gen:f:pos,1414
25130,prędkości,prędkość,subst:sg:gen:f,1414
25131,;,;,interp,1414
25132,oraz,oraz,conj,1414
25133,cichszej,cichy,adj:sg:gen:f:com,1414
25134,jeździe,jazda,subst:sg:dat:f,1414
25135,spowodowanej,spowodować,ppas:sg:gen:f:perf:aff,1414
25136,lepszym,lepsza,subst:pl:dat:f,1414
25137,izolowaniem,izolować,ger:sg:inst:n:imperf:aff,1414
25138,od,od,prep:gen:nwok,1414
25139,wstrząsów,wstrząs,subst:pl:gen:m3,1414
25140,spowodowanych,spowodować,ppas:pl:gen:m1:perf:aff,1414
25141,nierównościami,nierówność,subst:pl:inst:f,1414
25142,drogi,droga,subst:sg:gen:f,1414
25143,.,.,interp,1414
25144,Każda,każdy,adj:sg:nom:f:pos,1415
25145,działalność,działalność,subst:sg:nom:f,1415
25146,człowieka,człowiek,subst:sg:gen:m1,1415
25147,odbywa,odbywać,fin:sg:ter:imperf,1415
25148,się,się,qub,1415
25149,w,w,prep:acc:nwok,1415
25150,określonej,określony,adj:sg:gen:f:pos,1415
25151,przestrzeni,przestrzeń,subst:sg:gen:f,1415
25152,i,i,conj,1415
25153,czasie,czas,subst:sg:loc:m3,1415
25154,niezależnie,niezależnie,adv:pos,1415
25155,od,od,prep:gen:nwok,1415
25156,formy,forma,subst:sg:gen:f,1415
25157,organizacji,organizacja,subst:sg:gen:f,1415
25158,i,i,conj,1415
25159,rodzaju,rodzaj,subst:sg:gen:m3,1415
25160,tej,ten,adj:sg:gen:f:pos,1415
25161,działalności,działalność,subst:sg:gen:f,1415
25162,.,.,interp,1415
25163,Pomiędzy,pomiędzy,prep:acc,1416
25164,różnymi,różny,adj:pl:inst:m1:pos,1416
25165,działalnościami,działalność,subst:pl:inst:f,1416
25166,powstają,powstawać,fin:pl:ter:imperf,1416
25167,wzajemne,wzajemny,adj:sg:nom:n:pos,1416
25168,powiązania,powiązanie,subst:sg:gen:n,1416
25169,funkcjonalne,funkcjonalny,adj:sg:nom:n:pos,1416
25170,",",",",interp,1416
25171,organizacyjne,organizacyjny,adj:sg:nom:n:pos,1416
25172,",",",",interp,1416
25173,informacyjne,informacyjny,adj:sg:nom:n:pos,1416
25174,",",",",interp,1416
25175,gospodarcze,gospodarczy,adj:sg:nom:n:pos,1416
25176,itp,itp,ign,1416
25177,.,.,interp,1416
25178,Tworzą,tworzyć,fin:pl:ter:imperf,1417
25179,się,się,qub,1417
25180,także,także,qub,1417
25181,zależności,zależność,subst:sg:gen:f,1417
25182,wynikające,wynikać,pact:sg:nom:n:imperf:aff,1417
25183,z,z,prep:gen:nwok,1417
25184,bliskiego,bliski,adj:sg:gen:m1:pos,1417
25185,położenia,położenie,subst:sg:gen:n,1417
25186,poszczególnych,poszczególny,adj:pl:gen:m1:pos,1417
25187,jednostek,jednostka,subst:pl:gen:f,1417
25188,.,.,interp,1417
25189,Oznacza,oznaczać,fin:sg:ter:imperf,1418
25190,to,to,conj,1418
25191,w,w,prep:acc:nwok,1418
25192,praktyce,praktyka,subst:sg:dat:f,1418
25193,",",",",interp,1418
25194,iż,iż,comp,1418
25195,każdy,każdy,adj:sg:nom:m1:pos,1418
25196,z,z,prep:gen:nwok,1418
25197,podmiotów,podmiot,subst:pl:gen:m3,1418
25198,w,w,prep:acc:nwok,1418
25199,mniejszym,mniejszy,subst:sg:inst:m3,1418
25200,lub,lub,conj,1418
25201,większym,duży,adj:sg:inst:m1:com,1418
25202,większym,wielki,adj:sg:inst:m1:com,1418
25203,stopniu,stopień,subst:sg:loc:m3,1418
25204,odczuwa,odczuwać,fin:sg:ter:imperf,1418
25205,sąsiedztwo,sąsiedztwo,subst:sg:nom:n,1418
25206,swojego,swoje,subst:sg:gen:n,1418
25207,sąsiada,sąsiad,subst:sg:gen:m1,1418
25208,.,.,interp,1418
25209,"""","""",interp,1419
25210,Dobrze,dobrze,adv:pos,1419
25211,jest,być,fin:sg:ter:imperf,1419
25212,",",",",interp,1419
25213,gdy,gdy,adv:pos,1419
25214,odczucia,odczucie,subst:sg:gen:n,1419
25215,te,te,subst:sg:nom:n,1419
25216,są,być,fin:pl:ter:imperf,1419
25217,dodatnie,dodatni,adj:sg:nom:n:pos,1419
25218,/,/,interp,1419
25219,.,.,interp,1419
25220,.,.,interp,1419
25221,.,.,interp,1419
25222,/,/,interp,1419
25223,.,.,interp,1419
25224,Gdy,gdy,adv:pos,1420
25225,poszczególne,poszczególny,adj:sg:nom:n:pos,1420
25226,podmioty,podmiot,subst:pl:nom:m3,1420
25227,w,w,prep:acc:nwok,1420
25228,przestrzeni,przestrzeń,subst:sg:gen:f,1420
25229,są,być,fin:pl:ter:imperf,1420
25230,od,od,prep:gen:nwok,1420
25231,siebie,siebie,siebie:gen,1420
25232,dość,dość,pred,1420
25233,odległe,odległy,adj:sg:nom:n:pos,1420
25234,",",",",interp,1420
25235,skutki,skutek,subst:pl:nom:m3,1420
25236,działania,działanie,subst:sg:gen:n,1420
25237,są,być,fin:pl:ter:imperf,1420
25238,wzajemnie,wzajemnie,adv:pos,1420
25239,mniej,mało,adv:pos,1420
25240,odczuwalne,odczuwalny,adj:sg:nom:n:pos,1420
25241,.,.,interp,1420
25242,W,w,prep:acc:nwok,1421
25243,miarę,miara,subst:sg:acc:f,1421
25244,wzrostu,wzrost,subst:sg:gen:m3,1421
25245,liczby,liczba,subst:sg:gen:f,1421
25246,ludności,ludność,subst:sg:gen:f,1421
25247,i,i,conj,1421
25248,intensywności,intensywność,subst:sg:gen:f,1421
25249,gospodarowania,gospodarowanie,subst:sg:gen:n,1421
25250,",",",",interp,1421
25251,a,a,conj,1421
25252,także,także,qub,1421
25253,w,w,prep:acc:nwok,1421
25254,skutek,skutek,subst:sg:nom:m3,1421
25255,złożoności,złożoność,subst:sg:gen:f,1421
25256,procesów,proces,subst:pl:gen:m3,1421
25257,technicznych,techniczny,adj:pl:gen:m1:pos,1421
25258,",",",",interp,1421
25259,wzajemne,wzajemny,adj:sg:nom:n:pos,1421
25260,oddziaływania,oddziaływanie,subst:sg:gen:n,1421
25261,w,w,prep:acc:nwok,1421
25262,przestrzeni,przestrzeń,subst:sg:gen:f,1421
25263,przybierają,przybierać,fin:pl:ter:imperf,1421
25264,na,na,prep:acc,1421
25265,sile,sil,subst:pl:nom:m3,1421
25266,i,i,conj,1421
25267,znaczeniu,znaczenie,subst:sg:dat:n,1421
25268,niezależnie,niezależnie,adv:pos,1421
25269,od,od,prep:gen:nwok,1421
25270,przynależności,przynależność,subst:sg:gen:f,1421
25271,organizacyjnej,organizacyjny,adj:sg:gen:f:pos,1421
25272,poszczególnych,poszczególny,adj:pl:gen:m1:pos,1421
25273,podmiotów,podmiot,subst:pl:gen:m3,1421
25274,"""","""",interp,1421
25275,197,197,num:pl:nom:m1:rec,1421
25276,.,.,interp,1421
25277,Wiele,wiele,adv:pos,1422
25278,wysiłku,wysiłek,subst:sg:gen:m3,1422
25279,wkładają,wkładać,fin:pl:ter:imperf,1422
25280,również,również,qub,1422
25281,w,w,prep:acc:nwok,1422
25282,to,to,conj,1422
25283,",",",",interp,1422
25284,aby,aby,comp,1422
25285,otrzymane,otrzymać,ppas:sg:nom:n:perf:aff,1422
25286,wsparcie,wsparcie,subst:sg:nom:n,1422
25287,nigdy,nigdy,adv:pos,1422
25288,nie,nie,conj,1422
25289,pachniało,pachnieć,praet:sg:n:imperf,1422
25290,łapówką,łapówka,subst:sg:inst:f,1422
25291,.,.,interp,1422
25292,Pieniądze,pieniądz,subst:pl:nom:m3,1423
25293,płyną,płynąć,fin:pl:ter:imperf,1423
25294,wyłącznie,wyłącznie,adv:pos,1423
25295,z,z,prep:gen:nwok,1423
25296,kieszeni,kieszenia,subst:sg:gen:f,1423
25297,kieszeni,kieszeń,subst:sg:gen:f,1423
25298,obywateli,obywatel,subst:pl:gen:m1,1423
25299,amerykańskich,amerykański,adj:pl:gen:m1:pos,1423
25300,",",",",interp,1423
25301,przeciętnie,przeciętnie,adv:pos,1423
25302,80,80,num:pl:nom:m1:rec,1423
25303,tys,tys,ign,1423
25304,.,.,interp,1423
25305,dol,dola,subst:pl:gen:f,1423
25306,.,.,interp,1423
25307,od,od,prep:gen:nwok,1423
25308,każdej,każdy,adj:sg:gen:f:pos,1423
25309,prywatnej,prywatny,adj:sg:gen:f:pos,1423
25310,osoby,osoba,subst:sg:gen:f,1423
25311,",",",",interp,1423
25312,która,który,adj:sg:nom:f:pos,1423
25313,decyduje,decydować,fin:sg:ter:imperf,1423
25314,się,się,qub,1423
25315,na,na,prep:acc,1423
25316,wspieranie,wspierać,ger:sg:nom:n:imperf:aff,1423
25317,wybranych,wybrana,subst:pl:gen:f,1423
25318,przez,przez,prep:acc:nwok,1423
25319,siebie,siebie,siebie:gen,1423
25320,partii,partia,subst:sg:gen:f,1423
25321,lub,lub,conj,1423
25322,polityka,polityk,subst:sg:gen:m1,1423
25323,.,.,interp,1423
25324,Również,również,qub,1424
25325,te,te,subst:sg:nom:n,1424
25326,dotacje,dotacja,subst:pl:nom:f,1424
25327,mieszczą,mieścić,fin:pl:ter:imperf,1424
25328,się,się,qub,1424
25329,w,w,prep:acc:nwok,1424
25330,granicach,granica,subst:pl:loc:f,1424
25331,dozwolonych,dozwolić,ppas:pl:gen:m1:perf:aff,1424
25332,prawem,prawo,subst:sg:inst:n,1424
25333,.,.,interp,1424
25334,Izrael,Izrael,subst:sg:nom:m1,1425
25335,nie,nie,conj,1425
25336,dokłada,dokładać,fin:sg:ter:imperf,1425
25337,grosza,grosz,subst:sg:gen:m3,1425
25338,",",",",interp,1425
25339,ponieważ,ponieważ,comp,1425
25340,było,być,praet:sg:n:imperf,1425
25341,by,by,qub,1425
25342,to,to,conj,1425
25343,sprzeczne,sprzeczny,adj:sg:nom:n:pos,1425
25344,z,z,prep:gen:nwok,1425
25345,przepisami,przepis,subst:pl:inst:m3,1425
25346,regulującymi,regulujący,adj:pl:inst:m1:pos,1425
25347,działalność,działalność,subst:sg:nom:f,1425
25348,rozmaitych,rozmaity,adj:pl:gen:m1:pos,1425
25349,lobby,lobby,subst:sg:nom:n,1425
25350,w,w,prep:acc:nwok,1425
25351,Waszyngtonie,Waszyngton,subst:sg:loc:m1,1425
25352,.,.,interp,1425
25353,Nikt,nikt,subst:sg:nom:m1,1426
25354,nie,nie,conj,1426
25355,obliczył,obliczyć,praet:sg:m1:perf,1426
25356,dokładnie,dokładnie,adv:pos,1426
25357,",",",",interp,1426
25358,jakie,jaki,adj:sg:nom:n:pos,1426
25359,sumy,sum,subst:pl:nom:m2,1426
25360,zainwestował,zainwestować,praet:sg:m1:perf,1426
25361,dotychczas,dotychczas,adv:pos,1426
25362,AIPAC,AIPAC,ign,1426
25363,",",",",interp,1426
25364,wespół,wespół,burk,1426
25365,z,z,prep:gen:nwok,1426
25366,innymi,inny,subst:pl:inst:m1,1426
25367,organizacjami,organizacja,subst:pl:inst:f,1426
25368,żydowskimi,żydowski,adj:pl:inst:m1:pos,1426
25369,",",",",interp,1426
25370,w,w,prep:acc:nwok,1426
25371,utrzymywanie,utrzymywać,ger:sg:nom:n:imperf:aff,1426
25372,polityki,polityka,subst:sg:gen:f,1426
25373,amerykańskiej,amerykański,adj:sg:gen:f:pos,1426
25374,na,na,prep:acc,1426
25375,właściwym,właściwy,adj:sg:inst:m1:pos,1426
25376,kursie,kurs,subst:sg:loc:m3,1426
25377,.,.,interp,1426
25378,Nie,nie,conj,1427
25379,ulega,ulegać,fin:sg:ter:imperf,1427
25380,jednak,jednak,conj,1427
25381,wątpliwości,wątpliwość,subst:sg:gen:f,1427
25382,",",",",interp,1427
25383,że,że,comp,1427
25384,była,była,subst:sg:nom:f,1427
25385,to,to,conj,1427
25386,inwestycja,inwestycja,subst:sg:nom:f,1427
25387,opłacalna,opłacalny,adj:sg:nom:f:pos,1427
25388,.,.,interp,1427
25389,Abstrahując,abstrahować,pcon:imperf,1428
25390,od,od,prep:gen:nwok,1428
25391,wsparcia,wsparcie,subst:sg:gen:n,1428
25392,",",",",interp,1428
25393,jakiego,jaki,adj:sg:gen:m1:pos,1428
25394,Ameryka,Ameryka,subst:sg:nom:f,1428
25395,udziela,udzielać,fin:sg:ter:imperf,1428
25396,Izraelowi,Izrael,subst:sg:dat:m1,1428
25397,na,na,prep:acc,1428
25398,arenie,arena,subst:sg:dat:f,1428
25399,międzynarodowej,międzynarodowy,adj:sg:gen:f:pos,1428
25400,",",",",interp,1428
25401,a,a,conj,1428
25402,szczególnie,szczególnie,adv:pos,1428
25403,na,na,prep:acc,1428
25404,forum,forum,subst:sg:nom:n,1428
25405,ONZ,ONZ,subst:sg:nom:m3,1428
25406,",",",",interp,1428
25407,bezpośrednia,bezpośredni,adj:sg:nom:f:pos,1428
25408,pomoc,pomoc,subst:sg:nom:f,1428
25409,finansowa,finansowy,adj:sg:nom:f:pos,1428
25410,na,na,prep:acc,1428
25411,cele,cel,subst:pl:nom:m3,1428
25412,gospodarcze,gospodarczy,adj:sg:nom:n:pos,1428
25413,i,i,conj,1428
25414,wojskowe,wojskowy,depr:pl:nom:m2,1428
25415,wyniosła,wyniosły,adj:sg:nom:f:pos,1428
25416,od,od,prep:gen:nwok,1428
25417,powstania,powstanie,subst:sg:gen:n,1428
25418,państwa,państwo,subst:sg:gen:n,1428
25419,żydowskiego,żydowski,adj:sg:gen:m1:pos,1428
25420,ponad,ponad,qub,1428
25421,165,165,num:pl:nom:m1:rec,1428
25422,mld,miliard,brev:npun,1428
25423,dol,dola,subst:pl:gen:f,1428
25424,.,.,interp,1428
25425,Izrael,Izrael,subst:sg:nom:m1,1428
25426,wciąż,wciąż,adv:pos,1428
25427,jeszcze,jeszcze,qub,1428
25428,otrzymuje,otrzymywać,fin:sg:ter:imperf,1428
25429,z,z,prep:gen:nwok,1428
25430,kasy,kasa,subst:sg:gen:f,1428
25431,waszyngtońskiej,waszyngtoński,adj:sg:gen:f:pos,1428
25432,3,3,num:pl:nom:m1:rec,1428
25433,mld,miliard,brev:npun,1428
25434,dol,dola,subst:pl:gen:f,1428
25435,.,.,interp,1428
25436,rocznie,rocznie,adv:pos,1428
25437,",",",",interp,1428
25438,stanowiące,stanowić,pact:sg:nom:n:imperf:aff,1428
25439,jedną,jeden,adj:sg:acc:f:pos,1428
25440,szóstą,szósta,subst:sg:acc:f,1428
25441,kwoty,kwota,subst:sg:gen:f,1428
25442,",",",",interp,1428
25443,jaką,jaka,subst:sg:inst:f,1428
25444,Kongres,kongres,subst:sg:nom:m3,1428
25445,zatwierdza,zatwierdzać,fin:sg:ter:imperf,1428
25446,na,na,prep:acc,1428
25447,cele,cel,subst:pl:nom:m3,1428
25448,światowej,światowy,adj:sg:gen:f:pos,1428
25449,pomocy,pomoc,subst:sg:gen:f,1428
25450,zagranicznej,zagraniczny,adj:sg:gen:f:pos,1428
25451,.,.,interp,1428
25452,Inne,inny,depr:pl:nom:m2,1429
25453,banki,bank,subst:pl:nom:m3,1429
25454,zapewne,zapewne,qub,1429
25455,szybko,szybko,adv:pos,1429
25456,pójdą,pójść,fin:pl:ter:perf,1429
25457,w,w,prep:acc:nwok,1429
25458,ślady,ślad,subst:pl:nom:m3,1429
25459,śląskiego,śląski,subst:sg:gen:m3,1429
25460,potentata,potentat,subst:sg:gen:m1,1429
25461,.,.,interp,1429
25462,Konkurencja,konkurencja,subst:sg:nom:f,1430
25463,ze,z,prep:gen:wok,1430
25464,strony,strona,subst:sg:gen:f,1430
25465,.,.,interp,1430
25466,.,.,interp,1430
25467,.,.,interp,1430
25468,ministerstwaTymczasem,ministerstwaTymczasem,ign,1430
25469,Ministerstwo,ministerstwo,subst:sg:nom:n,1430
25470,Finansów,finanse,subst:pl:gen:n,1430
25471,oferuje,oferować,fin:sg:ter:imperf,1430
25472,klientom,klient,subst:pl:dat:m1,1430
25473,indywidualnym,indywidualny,adj:sg:inst:m1:pos,1430
25474,stosunkowo,stosunkowo,adv:pos,1430
25475,wysokie,wysoki,adj:sg:nom:n:pos,1430
25476,odsetki,odsetek,subst:pl:nom:m3,1430
25477,.,.,interp,1430
25478,Za,za,qub,1431
25479,trzyletnie,trzyletni,adj:sg:nom:n:pos,1431
25480,obligacje,obligacja,subst:pl:nom:f,1431
25481,skarbowe,skarbowy,adj:sg:nom:n:pos,1431
25482,o,o,prep:acc,1431
25483,zmiennej,zmienna,subst:sg:gen:f,1431
25484,stopie,stop,subst:sg:loc:m3,1431
25485,procentowej,procentowy,adj:sg:gen:f:pos,1431
25486,płaci,płacić,fin:sg:ter:imperf,1431
25487,5,5,num:pl:nom:m1:rec,1431
25488,",",",",interp,1431
25489,55,55,num:pl:nom:m1:rec,1431
25490,proc,proca,subst:pl:gen:f,1431
25491,.,.,interp,1431
25492,w,w,prep:acc:nwok,1431
25493,skali,skala,subst:sg:gen:f,1431
25494,roku,rok,subst:sg:gen:m3,1431
25495,",",",",interp,1431
25496,a,a,conj,1431
25497,za,za,qub,1431
25498,dwuletnie,dwuletni,adj:sg:nom:n:pos,1431
25499,–,–,interp,1431
25500,4,4,num:pl:nom:m1:rec,1431
25501,",",",",interp,1431
25502,5,5,num:pl:nom:m1:rec,1431
25503,proc,proca,subst:pl:gen:f,1431
25504,.,.,interp,1431
25505,w,w,prep:acc:nwok,1431
25506,skali,skala,subst:sg:gen:f,1431
25507,roku,rok,subst:sg:gen:m3,1431
25508,.,.,interp,1431
25509,Warto,warto,pred,1432
25510,dodać,dodać,inf:perf,1432
25511,",",",",interp,1432
25512,że,że,comp,1432
25513,w,w,prep:acc:nwok,1432
25514,przypadku,przypadek,subst:sg:gen:m3,1432
25515,dwulatek,dwulatek,subst:sg:nom:m1,1432
25516,jest,być,fin:sg:ter:imperf,1432
25517,to,to,conj,1432
25518,stałe,stała,subst:pl:nom:f,1432
25519,oprocentowanie,oprocentowanie,subst:sg:nom:n,1432
25520,w,w,prep:acc:nwok,1432
25521,okresie,okres,subst:sg:loc:m3,1432
25522,dwóch,dwa,num:pl:nom:m1:rec,1432
25523,dwóch,dwa,num:pl:nom:m1:rec,1432
25524,dwóch,dwa,num:pl:nom:m1:rec,1432
25525,dwóch,dwa,num:pl:nom:m1:rec,1432
25526,dwóch,dwa,num:pl:nom:m1:rec,1432
25527,dwóch,dwa,num:pl:nom:m1:rec,1432
25528,dwóch,dwa,num:pl:nom:m1:rec,1432
25529,dwóch,dwa,num:pl:nom:m1:rec,1432
25530,dwóch,dwa,num:pl:nom:m1:rec,1432
25531,dwóch,dwa,num:pl:nom:m1:rec,1432
25532,dwóch,dwa,num:pl:nom:m1:rec,1432
25533,dwóch,dwa,num:pl:nom:m1:rec,1432
25534,dwóch,dwa,num:pl:nom:m1:rec,1432
25535,lat,lato,subst:pl:gen:n,1432
25536,.,.,interp,1432
25537,Po,po,prep:acc,1433
25538,pierwszym,pierwsza,subst:pl:dat:f,1433
25539,roku,rok,subst:sg:gen:m3,1433
25540,odsetki,odsetek,subst:pl:nom:m3,1433
25541,naliczane,naliczać,ppas:sg:nom:n:imperf:aff,1433
25542,są,być,fin:pl:ter:imperf,1433
25543,od,od,prep:gen:nwok,1433
25544,wartości,wartość,subst:sg:gen:f,1433
25545,obligacji,obligacja,subst:sg:gen:f,1433
25546,powiększonej,powiększyć,ppas:sg:gen:f:perf:aff,1433
25547,o,o,prep:acc,1433
25548,oprocentowanie,oprocentowanie,subst:sg:nom:n,1433
25549,.,.,interp,1433
25550,Tak,tak,adv:pos,1434
25551,więc,więc,conj,1434
25552,po,po,prep:acc,1434
25553,dwóch,dwa,num:pl:nom:m1:rec,1434
25554,dwóch,dwa,num:pl:nom:m1:rec,1434
25555,dwóch,dwa,num:pl:nom:m1:rec,1434
25556,dwóch,dwa,num:pl:nom:m1:rec,1434
25557,dwóch,dwa,num:pl:nom:m1:rec,1434
25558,dwóch,dwa,num:pl:nom:m1:rec,1434
25559,dwóch,dwa,num:pl:nom:m1:rec,1434
25560,dwóch,dwa,num:pl:nom:m1:rec,1434
25561,dwóch,dwa,num:pl:nom:m1:rec,1434
25562,dwóch,dwa,num:pl:nom:m1:rec,1434
25563,dwóch,dwa,num:pl:nom:m1:rec,1434
25564,dwóch,dwa,num:pl:nom:m1:rec,1434
25565,dwóch,dwa,num:pl:nom:m1:rec,1434
25566,latach,lato,subst:pl:loc:n,1434
25567,każda,każdy,adj:sg:nom:f:pos,1434
25568,zakupiona,zakupić,ppas:sg:nom:f:perf:aff,1434
25569,obligacja,obligacja,subst:sg:nom:f,1434
25570,przyniesie,przynieść,fin:sg:ter:perf,1434
25571,9,9,num:pl:nom:m1:rec,1434
25572,",",",",interp,1434
25573,20,20,num:pl:nom:m1:rec,1434
25574,zł,złoty,brev:npun,1434
25575,zysku,zysk,subst:sg:gen:m3,1434
25576,.,.,interp,1434
25577,Trochę,trochę,adv:pos,1435
25578,powyżej,powyżej,adv:pos,1435
25579,inflacji,inflacja,subst:sg:gen:f,1435
25580,Pozostaje,pozostawać,fin:sg:ter:imperf,1436
25581,wyjaśnić,wyjaśnić,inf:perf,1436
25582,brak,brak,pred,1436
25583,indeksu,indeks,subst:sg:gen:m3,1436
25584,ze,z,prep:gen:wok,1436
25585,zdjęciem,zdjęcie,subst:sg:inst:n,1436
25586,i,i,conj,1436
25587,danymi,dana,subst:pl:inst:f,1436
25588,osobistymi,osobisty,adj:pl:inst:m1:pos,1436
25589,.,.,interp,1436
25590,Jak,jak,conj,1437
25591,już,już,qub,1437
25592,wyżej,wysoce,adv:pos,1437
25593,wyżej,wysoko,adv:pos,1437
25594,wspomniał,wspomnieć,praet:sg:m1:perf,1437
25595,em,być,aglt:sg:pri:imperf:wok,1437
25596,",",",",interp,1437
25597,fuzja,fuzja,subst:sg:nom:f,1437
25598,dwóch,dwa,num:pl:nom:m1:rec,1437
25599,dwóch,dwa,num:pl:nom:m1:rec,1437
25600,dwóch,dwa,num:pl:nom:m1:rec,1437
25601,dwóch,dwa,num:pl:nom:m1:rec,1437
25602,dwóch,dwa,num:pl:nom:m1:rec,1437
25603,dwóch,dwa,num:pl:nom:m1:rec,1437
25604,dwóch,dwa,num:pl:nom:m1:rec,1437
25605,dwóch,dwa,num:pl:nom:m1:rec,1437
25606,dwóch,dwa,num:pl:nom:m1:rec,1437
25607,dwóch,dwa,num:pl:nom:m1:rec,1437
25608,dwóch,dwa,num:pl:nom:m1:rec,1437
25609,dwóch,dwa,num:pl:nom:m1:rec,1437
25610,dwóch,dwa,num:pl:nom:m1:rec,1437
25611,uczelni,uczelnia,subst:sg:gen:f,1437
25612,spowodowała,spowodować,praet:sg:f:perf,1437
25613,",",",",interp,1437
25614,że,że,comp,1437
25615,indeksów,indeks,subst:pl:gen:m3,1437
25616,z,z,prep:gen:nwok,1437
25617,nową,nowa,subst:sg:acc:f,1437
25618,nazwą,nazwa,subst:sg:inst:f,1437
25619,jeszcze,jeszcze,qub,1437
25620,nie,nie,conj,1437
25621,mieli,mieć,praet:pl:m1:imperf,1437
25622,śmy,być,aglt:pl:pri:imperf:nwok,1437
25623,i,i,conj,1437
25624,wszystkie,wszystek,adj:sg:nom:n:pos,1437
25625,zaliczenia,zaliczenie,subst:sg:gen:n,1437
25626,i,i,conj,1437
25627,egzaminy,egzamin,subst:pl:nom:m3,1437
25628,wpisywane,wpisywać,ppas:sg:nom:n:imperf:aff,1437
25629,zostały,zostać,praet:pl:m2:perf,1437
25630,na,na,prep:acc,1437
25631,listę,lista,subst:sg:acc:f,1437
25632,u,u,prep:gen,1437
25633,każdego,każdy,adj:sg:gen:m1:pos,1437
25634,z,z,prep:gen:nwok,1437
